company_name,website,domain,city,state,phone,address,rating,review_count,google_verified,window_service,segment,also_does_auto_glass,primary_business,confidence,evidence,duplicate_domain,original_spreadsheet_tab
MCO Remodeling,http://www.mcoremodeling.com/,mcoremodeling.com,Dallas,TX,,"10636 Wessex Dr, Dallas, TX 75217, United States",4.8,34,Yes,Window installation listed among services,Both,False,Design-build residential and commercial remodeling firm,medium,"Houzz profile for MCO Home Remodel (Dallas) - service list includes 'house framing, wood floor installation, window installation, shower installation, concrete construction, siding installation, exterior door installation'; mcoremodeling.com describes a full-service design and build firm.",,General Contractors
ON Group Remodeling & Construction,https://ongroupconstructions.com/,ongroupconstructions.com,Dallas,TX,+1 469-324-2888,"2727 Lyndon B Johnson Fwy #568, Dallas, TX 75234, United States",5.0,111,Yes,New window installation and window/door replacement - dedicated service page,Both,False,Remodeling and construction general contractor,high,"ongroupconstructions.com/window-installation - 'offers new windows installation services for homeowners and business, whether you're looking to replace old, outdated windows or upgrade to more energy-efficient models.'",,General Contractors
Propertifix Handyman & Renovation Services,https://propertifix.com/,propertifix.com,,,+1 214-210-1111,,4.8,206,Yes,"Door and window repairs, window restoration (arched window repair/refinishing) and window/door water-damage reconstruction; full window replacement not confirmed",Both,False,"Handyman, property maintenance and renovation contractor",low,"propertifix.com - service list includes 'door and window repairs'; showcases 'a complex window and door water damage repair project in DeSoto, TX' and 'a window restoration project involving meticulous repair and refinishing of an arched window'. Window work on buildings is confirmed; replacement/installation is not explicitly advertised, hence low confidence.",,General Contractors
RainTight General Contracting,http://www.raintight.net/,raintight.net,Dallas,TX,+1 214-693-6196,"9903 Carnegie Dr, Dallas, TX 75228, United States",4.8,20,Yes,Window installation; windows are a headline service alongside roofing and gutters,Residential,False,Storm/hail damage restoration general contractor and roofer,high,"raintight.net/our-service - 'specializes in General Contracting, Hail Damage Restoration, Roofing, Painting, Windows, and Gutters. Additional services include chimney repair, window installation, roof cleaning, patio enclosures, skylights, window screens.' Google review: 'They replaced roof, vents, gutters, windows, and fence staining.'",,General Contractors
RJW Construction,https://rjw-construction.com/,rjw-construction.com,Dallas,TX,+1 214-494-0351,"13601 Preston Rd Ste W505, Dallas, TX 75240, United States",4.8,22,Yes,"Windows listed as a service line alongside roofing, fencing and gutters",Residential,False,Roofing and remodeling contractor working insurance/storm claims,medium,"rjw-construction.com - 'Their comprehensive service portfolio includes roofing, fences, gutters, remodels, and expert assistance with insurance claims. They also offer fencing, gutters, interior, roofing, and windows services.'",,General Contractors
"Royal Renovations, Contractors",http://www.royal-renovations.com/,royal-renovations.com,Dallas,TX,+1 888-899-3368,"1111 W Mockingbird Ln Ste 1360, Dallas, TX 75247, United States",4.8,101,,"Windows listed among residential services (painting, siding, roofing, gutters, windows, additions)",Both,False,"General contracting for remodeling and storm restoration, residential and commercial",high,"royal-renovations.com - 'Their residential services include painting, siding, roofing, gutters, windows, additions, cabinetry, countertops, and more.'",,General Contractors
Scott Exteriors,https://www.scottexteriors.com/,scottexteriors.com,Dallas,TX,+1 214-503-7663,"10561 New Church Rd, Dallas, TX 75238, United States",4.4,95,Yes,Replacement windows and window installation,Both,False,"Exterior contractor - roofing, windows and siding",high,"scottexteriors.com - 'Scott Exteriors: Roofing, Siding & Windows for DFW'; 'Specializing in roofing, replacement windows, and vinyl or James Hardie siding'. Houzz lists them under 'Window Sales and Installation'.",,General Contractors
Tricityrenovation,http://tricityrenovation.com/,tricityrenovation.com,,,+1 214-244-2901,,5.0,2,Yes,Doors & windows listed as a service,Residential,False,Full-service remodeling contractor (in business since 1993),medium,"tricityrenovation.com/services.html - 'flooring installation & repair, ceramic tile, granite countertops, cabinet installation, appliance installation, room additions, swimming pool repair, plumbing & electrical, doors & windows, decks, patios, patio covers, decorative stone & brick, masonry.'",,General Contractors
TrueSafe Renovations,http://www.truesaferenovations.com/,truesaferenovations.com,Dallas,TX,+1 972-330-3906,"10925 Estate Ln Ste 214, Dallas, TX 75238, United States",5.0,53,Yes,Window replacement - installs Ply Gem windows and doors,Residential,False,Roofing contractor and exterior renovator (GAF certified),high,"truesaferenovations.com - 'TrueSafe Renovations specializes in residential roof replacements, roof repairs, siding, windows, solar solutions, and flat roofing systems'; 'TrueSafe offers superior Ply Gem windows and doors'.",,General Contractors
Unique Home Construction,http://www.uniquehomebuild.com/?utm_source=gbp,uniquehomebuild.com,,,+1 214-533-0716,,4.4,15,Yes,"Carpenters install windows, doors and trim (documented on their garage/carport addition work); windows are not a standalone advertised service",Both,False,"Full-service home construction, remodeling and restoration since 1996",low,"uniquehomebuild.com/garages-carports-additions - 'In their garage and carport construction projects, their skilled carpenters install windows, doors and trim.' CAVEAT: the BBB profile for Unique Home Construction states the company 'is no longer in business', although the website and recent Google reviews suggest it is still trading - worth confirming before contacting.",,General Contractors
Urban Pioneer Construction & Remodeling,https://urbanpioneerconstruction.org/,urbanpioneerconstruction.org,,,+1 214-682-4564,,5.0,,Yes,"Window installation, window repair and replacement; doors and windows work",Residential,False,Architectural design-led general contractor and remodeler (since 1983),medium,"urbanpioneerconstruction.org - 'Urban Pioneer Construction offers window installation services, and according to their service listings, they also provide window repair and replacement services... their expertise includes doors and windows work', alongside roofing, concrete, flooring and siding.",,General Contractors
Valencia Remodeling and Construction,http://www.valenciaremodeling.com/,valenciaremodeling.com,Dallas,TX,+1 469-656-5402,"8204 Elmbrook Dr #205, Dallas, TX 75247, United States",4.9,35,Yes,"Energy-efficient Low-E window sales and installation, plus glass replacements",Both,False,Residential and commercial remodeling and general contracting,high,"valenciaremodeling.com/services - 'Energy-efficient window sales & installation, glass replacements, patio door installation, storm door removal & installation... weather sealing & caulking'; 'energy-efficient Low-E windows and doors installation'.",,General Contractors
921 Roof,https://www.921roof.com/,921roof.com,,,+1 972-921-7663,,5.0,18,Yes,Window replacements as part of their exteriors division,Both,False,Residential and commercial roofing contractor,high,"921roof.com/exteriors - page titled 'Gutters, Siding & Windows - DFW, TX'; '921 Roof & Exteriors provides a range of exterior solutions, including window replacements, gutter installations, and siding repairs.'",,Other-Misc
Alair Homes,https://www.alairhomes.com/dfw218/,alairhomes.com,Dallas,TX,+1 214-495-7200,"25 Highland Park Village Ste 100-294, Dallas, TX 75205, United States",4.4,15,Yes,Window installation listed among their services,Residential,False,Custom home building and whole-home renovation (design-build),medium,"Alair Homes Dallas service list (Houzz profile / alairhomes.com/dfw) - 'home remodeling, bathroom remodeling, kitchen remodeling, general contracting, home additions, custom homes, new home construction, home extensions, basement remodeling, window installation, roof replacement'. Two searches; the second confirmed window installation is listed.",,Other-Misc
Ark Depot,http://www.arkdepot.com/,arkdepot.com,Dallas,TX,+1 469-372-2738,"10649 Shady Trail, Dallas, TX 75220, United States",4.9,322,Yes,"Sells and installs windows for residential and commercial customers (alongside flooring, cabinets and countertops)",Both,False,"Building materials retailer (doors, flooring, cabinets, hardware) with installation services",medium,"arkdepot.com/pages/about - 'They provide installation services for flooring, cabinets, countertops, and windows, catering to both residential and commercial clients.' Retail/direct-to-consumer dealer that also installs = YES.",,Other-Misc
Burglar Bars in Dallas,https://www.burglarbarsindallas.com/,burglarbarsindallas.com,Dallas,TX,+1 214-340-0078,"9310 Forest Ln #206, Dallas, TX 75243, United States",4.5,4,Yes,"Replacement windows (incl. vinyl replacement windows) sold and installed, alongside burglar bars and security doors",Residential,False,"Custom security doors, burglar bars and replacement windows (trading as AAA Custom Windows, since 1981)",high,"burglarbarsindallas.com / aaacustomwindows.com - 'Dallas-Fort Worth's premier custom security doors, steel storm doors, burglar bars & replacement windows provider since 1981'; customsecuritydoorsandwindows.com/windows/replacement-windows/vinyl. Holds a City of Dallas Home Repair License.",,Other-Misc
CUSTOM SECURITY DOORS / AAA CUSTOM WINDOWS,https://customsecuritydoorsandwindows.com/,customsecuritydoorsandwindows.com,Dallas,TX,+1 214-340-0078,"9310 Forest Ln #206, Dallas, TX 75243, United States",4.7,18,Yes,"Vinyl and aluminum replacement windows and storm windows, single/double hung, professional installation since 1981",Residential,False,Replacement windows and custom security doors / burglar bars,high,"customsecuritydoorsandwindows.com/windows/replacement-windows/vinyl — page title 'Replacement Windows Dallas - Vinyl, Aluminum & Storm Windows'; services list 'Security Storm Doors, Replacement Windows, Burglar Bars in Dallas'",,Other-Misc
Durasteel Tech,http://durasteeltech.com/,durasteeltech.com,Garland,TX,+1 972-737-2277,"3830 Dividend Dr, Garland, TX 75042, United States",5.0,2,No,"Custom thermally broken steel windows (and doors/facades), residential and commercial, fabricated and supplied with high-performance glass",Both,False,Custom steel window and door fabrication (Luxe Steel Windows & Doors),medium,"durasteeltech.com/our-services/windows/ — 'custom thermally broken steel doors, windows and facades'; 'offers commercial and residential services'; 'over 30 years of combined experience in window and door fabrication'",,Other-Misc
Elite Shower of Dallas,https://eliteshowersofdallastx.com/,eliteshowersofdallastx.com,,,+1 214-725-0079,,2.7,7,Yes,Glass company: alongside shower enclosures they list storefronts and windows for residential and commercial use,Both,False,Frameless shower enclosures and architectural glass,medium,"eliteshowersofdallastx.com: 'top of the line quality glass products for residential and commercial use, with services including frameless & framed shower enclosures, mirrors, storefronts, herculite doors, windows & more'",,Other-Misc
Finesstra,http://www.finesstra.com/contact-us/,finesstra.com,Dallas,TX,+1 469-744-0070,"13723 Gamma Rd, Dallas, TX 75244, United States",5.0,4426,Yes,"Custom European-style minimal-frame steel windows: bifold windows, custom windows, double glazing, window installation, window replacement, skylight installation",Both,False,Steel windows and doors manufacturer/installer,high,"Houzz profile category 'window-sales-and-installation/finesstra' lists services 'Bifold Windows, Custom Windows, Double Glazing, Skylight Installation, Window Installation, Window Replacement, Window Sales'; finesstra.com — 'minimal frame European steel windows and doors for your home'",,Other-Misc
Freedom Iron Doors,https://www.freedomirondoors.com/,freedomirondoors.com,Carrollton,TX,+1 972-445-3667,"1500 I-35E Frontage Rd Ste 110, Carrollton, TX 75006, United States",4.6,64,Yes,Steel/iron windows alongside custom iron doors; sells and installs,Residential,False,Custom wrought iron and steel doors,medium,"Houzz services list for Freedom Iron Doors includes 'Bifold Doors, Custom Exterior Doors... Sliding Door Installation, and Windows'; company description: 'hand forged wrought iron doors, access gates, and wine cellar doors to sliders and steel windows'",,Other-Misc
Fresh Start,http://www.thedamage.repair/,thedamage.repair,,,+1 214-563-5040,,4.8,20,Yes,Insurance restoration rebuild work including window replacement after fire/water/storm damage,Residential,False,Fire and water damage restoration with full rebuild/remodel,medium,"thedamage.repair (Fresh Start Restoration): 'fire and water damage restoration, construction and remodeling, roofing... The company manages cleanup and can have windows, siding, and roofs replaced'",,Other-Misc
Future Design & Build TX,https://futuredesignbuildtx.com/,futuredesignbuildtx.com,Dallas,TX,+1 469-688-5466,"12700 Hillcrest Rd, Dallas, TX 75230, United States",5.0,40,Yes,Windows & energy upgrades listed under exterior remodeling; 'windows & doors' listed among services,Residential,False,Design-build home remodeling contractor,medium,"futuredesignbuildtx.com services: 'exterior remodeling services include stucco & siding, roofing, windows & energy upgrades, decks, patios & pergolas...'; 'Additional services include windows & doors, countertops & cabinets, flooring'",,Other-Misc
Highline Building Supplies | Windows | Doors | Flooring | Roofing | Kitchen | Builders Source | Commercial Doors | Trims,https://www.highlinesupplies.com/?utm_source=google&utm_medium=gbp&utm_campaign=business_profile,highlinesupplies.com,Garland,TX,+1 214-718-0488,"4002 W Miller Rd STE# 100 & 120, Garland, TX 75041, United States",4.9,863,Yes,"Supplies and installs windows (interior/exterior commercial doors and windows) for builders, contractors and homeowners",Both,False,"Building materials dealer with installation crews (windows, doors, flooring, roofing)",high,"highlinesupplies.com: 'They specialize in roofing, windows, and flooring supply and installation'; 'supplier of interior and exterior commercial doors, windows, carpets... They support builders, contractors, and homeowners across Texas'. Google review: 'last minute NEEDED windows... Highline deliver'",,Other-Misc
Home Craftman,http://www.homecraftsman.net/,homecraftsman.net,Dallas,TX,+1 214-239-0585,"2150 French Settlement Rd, Dallas, TX 75212, United States",4.0,4510,No,Vinyl replacement windows and doors — energy-efficient replacement window products for Dallas homes,Residential,False,Replacement window and door company (manufacturer/dealer),low,"homecraftsman.net: company 'is dedicated to the home improvement business, particularly focused on replacement window and door business'; Yelp lists it as 'Home Craftsman Windows, 3706 La Reunion Pkwy' and Birdeye categorises it 'Home Craftman — Windows Installation in Dallas, TX'. CAVEAT: their own copy says products are 'marketed by the company directly to Replacement Window and Door Specialists, Remodeling Companies, Home Improvement Dealers and Custom Home Builders', which reads B2B; homeowner-facing reviews exist (Houzz thread 'Vinyl Replacement Windows - Home Craftsman Windows Dallas, TX') but I did not find explicit direct-to-consumer installation copy. Low confidence.",,Other-Misc
Innovations Touch,https://www.innovationstouch.com/,innovationstouch.com,Dallas,TX,+1 214-434-6320,"11005 Indian Trail Ste 111, Dallas, TX 75229, United States",4.8,66,Yes,"Windows listed among general contracting services alongside roofing and siding, for residential, commercial and hospitality projects",Both,False,"General contractor / remodeler (residential, commercial, hospitality)",medium,"Business categories for Innovations Touch LLC: 'bathroom remodeling, commercial remodeling, custom cabinets, kitchen remodeling, windows, roofing, general contracting, siding'; second search confirmed 'services in remodeling, roofing, general contracting, siding, bathroom remodels, windows, kitchen remodels'",,Other-Misc
Jon Wright Industries,https://www.jonwrightroofing.com/,jonwrightroofing.com,,,+1 972-251-1818,,4.7,38,Yes,Energy-efficient replacement windows; added windows to their service lines in 1995,Both,False,"Roofing, siding and window contractor",high,"'Jon Wright Industries is a roofing contractor offering roofing, window, siding, and solar panel services... a family owned roofing, siding and window contractor serving the Irving, Dallas and Ft. Worth area'; RESNET certification cited for 'energy efficient replacement windows'",,Other-Misc
Landmark Building Co.,https://www.landmarkbuildingco.com/,landmarkbuildingco.com,Dallas,TX,+1 214-727-0201,"13590 Floyd Cir Ste 110, Dallas, TX 75243, United States",5.0,23,Yes,Sells and professionally installs windows (aluminum fixed windows and others) alongside sliding/bifold/iron doors,Both,False,"Premium doors, windows and glass garage doors supplier/installer; also remodeling",medium,"landmarkbuildingco.com — homepage title 'Premium Doors & Windows Dallas'; category page landmarkbuildingco.com/categories/windows/aluminum-fixed-window; 'offers premium aluminum sliding doors, bifold doors, iron entry doors, windows & glass garage doors in Dallas-Fort Worth... They offer professional installation'",,Other-Misc
Lone Star Home Pro,https://lonestarhomepro.com/,lonestarhomepro.com,,,+1 214-417-6390,,4.8,22,Yes,Window installation and replacement services for energy efficiency and curb appeal,Residential,False,Home remodeling with window and door installation,high,"lonestarhomepro.com/services/window-installation/ — page title 'Window Installation & Replacement Services Dallas, Allen, Plano'; homepage title 'Window & Door Installation, Replacement Services Dallas, Allen...'",,Other-Misc
Lone Star Iron Doors,http://www.lonestarirondoors.com/,lonestarirondoors.com,Garland,TX,+1 214-774-4455,"3830 Dividend Dr, Garland, TX 75042, United States",5.0,12,Yes,"Manufactures and sells custom iron/steel windows (as well as doors) direct to consumers, with installation",Both,False,Custom iron and steel door and window manufacturer/retailer,medium,"lonestarirondoors.com: 'a direct manufacturer of the national standard in iron doors & windows... specializes in selling retail and wholesale iron/steel doors and windows... works with distributors, architects, designers, engineers, and consumers'; Houzz category 'door-sales-and-installation'; Google review: 'Lonestar installed a beautiful, custom iron door for us'",,Other-Misc
MBC Services LLC,https://mbcservllc.com/,mbcservllc.com,Mesquite,TX,+1 469-372-5588,"3040 E Meadows Blvd, Mesquite, TX 75150, United States",5.0,23,Yes,Window and door replacement listed in their commercial construction/remodeling scope of work,Commercial,False,"Commercial construction, remodeling and restoration contractor",medium,"mbcservllc.com/services/commercial-construction-remodeling/: 'MBC Services project manages through all phases of construction, from demolition, framing, plumbing, HVAC, electrical, concrete, painting, spray texture, window and door replacement, fencing, foundation repair, and more'",,Other-Misc
Mr Quick Fix,https://www.mrquickfix.net/,mrquickfix.net,,,+1 214-734-6293,,3.5,21,Yes,"Doors & windows service line: glass pane replacement (single and double), window sash or frame repair, full replacement of frames or glass, seal-failure/condensation fixes",Residential,False,"Handyman / home repair (carpentry, plumbing, electrical)",medium,"mrquickfix.net/services/doors-windows-services/ — 'expert repair and installation services for interior and exterior doors and windows, from fixing sticking hinges and broken locks to full replacement of frames or glass'",,Other-Misc
Oak Cliff Building Materials,https://www.facebook.com/ocbm1040,facebook.com,Dallas,TX,+1 972-413-8453,"1040 S Beckley Ave, Dallas, TX 75203, United States",4.6,268,Yes,Stocks windows and provides framing and installation services including window and door installations,Both,False,"Building materials supplier to contractors, builders and homeowners",medium,"Oak Cliff Building Materials services page: 'Their extensive inventory includes lumber, sheathing, roofing products, windows, and more. They also provide professional framing and installation services, including window and door installations'; sells 'to contractors, builders and homeowners'",YES,Other-Misc
Ramirez Iron Doors,https://ramirezironworkstx.com/?utm_campaign=gmb,ramirezironworkstx.com,Dallas,TX,+1 972-670-4558,"8160 Moberly Ln #103, Dallas, TX 75227, United States",4.6,52,Yes,Fabricates and installs custom iron windows and decorative windows alongside iron doors,Residential,False,"Custom iron doors, windows, staircases and railings",medium,"ramirezironworkstx.com/services/: 'specializes in custom iron doors, windows, staircases & railings, and can make matching garage doors and decorative windows'; Google review describes them fabricating and installing a very large sliding door",,Other-Misc
Ross Revival,https://rossrevival.com/,rossrevival.com,Dallas,TX,+1 469-212-0722,"9007 San Benito Way, Dallas, TX 75218, United States",,,Yes,"Historic wooden sash window restoration and repair: cosmetic to full sash restoration, reglazing windows, over-window flashing, custom-fabricated storm windows",Residential,False,Historic window restoration (formerly trading as Historic Window Restoration),high,"rossrevival.com — homepage title 'Historic Window Restoration Dallas'; 'specialize in the restoration and repair of pre-1940s wooden sash windows, complemented by custom-fabricated storm windows'; services include 'custom storm window fabrication, cosmetic to full sash restoration, reglazing windows'",,Other-Misc
Skylinq Home,https://www.skylinqhome.com/,skylinqhome.com,,,+1 945-352-2008,,5.0,32,Yes,"Windows listed as one of the home upgrade lines they design, permit and oversee installation for",Residential,False,"Home energy/infrastructure upgrade platform (solar, roofing, HVAC, windows)",medium,"skylinqhome.com/about-us: 'Skylinq Home offers Roofing, EV charging, HVAC, windows, security systems, water filtration, and energy-efficiency solutions'; they 'handle design, vendor selection, financing pathways, permitting, installation oversight'. Note: they vet/manage installers rather than self-perform",,Other-Misc
Statewide Energy Solutions,https://statewideenergysolutions.com/about-us/,statewideenergysolutions.com,Dallas,TX,+1 800-339-4326,"11520 N Central Expy, Dallas, TX 75243, United States",,,No,"Energy-efficient replacement windows, locally manufactured and installed; lifetime transferable warranty including glass breakage and labor",Residential,False,Replacement window manufacturer and exterior remodeler (also doors and James Hardie siding),high,"statewideenergysolutions.com — homepage title 'Statewide Energy Solutions: Window Replacement in Dallas, TX'; 'specializes in energy-efficient replacement windows... They manufacture high-quality, cost-efficient windows right here locally in Dallas, TX'. Note: they state they do not repair windows or replace glass, only full replacement",YES,Other-Misc
SunRoom Season,https://sunroomseason.com/,sunroomseason.com,Garland,TX,+1 469-497-7171,"3903 Cavalier Dr Ste B, Garland, TX 75042, United States",5.0,48,Yes,Custom energy-efficient windows and sliding doors installed as part of sunrooms and patio enclosures,Residential,False,Sunroom and patio enclosure contractor,high,"sunroomseason.com/services/: 'designs, sells, and installs custom sunrooms, patio enclosures, sliding doors, pergolas, and energy-efficient windows and doors'; services list includes 'customized sliding doors, custom windows'",,Other-Misc
"Sunshine Sunrooms, Inc.",https://sunshinesunrooms.com/?utm_source=googlebusinessprofile&utm_medium=organic&utm_campaign=Google+Business+Profile,sunshinesunrooms.com,Dallas,TX,+1 972-243-5390,"2410 Glenda Ln #4511, Dallas, TX 75229, United States",3.4,14,,"Window installation/replacement; sunrooms with multiple window options and sliding-window systems; repairs for fogged glass, glass replacement and hail-damaged windows",Residential,False,"Sunroom design and installation (since 1993, ~5,000 installations)",high,"sunshinesunrooms.com/sliding-window-sunrooms/ and /sunroom-repairs/: 'Additional services include Window Installation/Replacement, and they offer repair services for leaks, glass replacement, fogged glass, hail damage, structural damage, doors, windows'",,Other-Misc
"Surplus Building Materials (SBMTX) | Home Improvement, Doors, Kitchens, Floors, & Installation Experts in Texas",https://sbmtx.com/,sbmtx.com,Farmers Branch,TX,+1 972-241-4444,"3404 Belt Line Rd, Farmers Branch, TX 75234, United States",4.3,483,Yes,"Carries windows in a 150,000 sq ft showroom/warehouse and offers window replacement service alongside door, flooring and cabinet installation",Residential,False,Home improvement / building materials retailer with in-house installation services,medium,"sbmtx.com/pages/installation ('Expert Installation Services') and about-us: '150,000 square foot warehouse ... flooring, granite countertops, doors, windows, cabinets...'; second search returned 'The store offers window replacement service and carries and installs...'. Windows are less prominent than doors/kitchens in their marketing, hence medium confidence",,Other-Misc
Texas Quick Construction,http://www.txquickconstruction.com/,txquickconstruction.com,,,+1 469-817-9329,,4.7,19,Yes,Energy-efficient window installation — dedicated Dallas window installation service page,Residential,False,"Exterior contractor: roofing, siding, windows, fences, patio covers, painting",high,"txquickconstruction.com/dallas-window-installation/ — page title 'Energy-Efficient Window Installation Experts in Dallas, TX'; 'specializes in roofing and exterior services across North Texas, including siding, windows, fences, patio covers, and painting'",,Other-Misc
Together Design & Build,https://togetherdesignbuild.com/,togetherdesignbuild.com,Dallas,TX,+1 833-573-6353,"325 North St. Paul Street Ste 3100, Dallas, TX 75201, United States",5.0,35,Yes,Window and door replacement offered as part of their exterior remodeling services,Residential,False,Design-build general contractor / home remodeler (Dallas and Austin),medium,"togetherdesignbuild.com/remodeling/: 'Regarding windows specifically, they offer window and door replacement services as part of their exterior remodeling offerings'; also does 'commercial remodeling, home extensions, garage conversions, ADUs... exterior remodeling projects'",,Other-Misc
Vertex Roofers and General Contractors,https://vertexroofers.com/,vertexroofers.com,Dallas,TX,+1 214-206-5123,"2550 Pacific Ave Ste 844, Dallas, TX 75226, United States",4.8,77,Yes,Window replacement listed among their general contracting/storm restoration services,Both,False,Residential and commercial roofing / storm restoration general contractor,medium,"vertexroofers.com and directory listings: 'The company provides Fence Installation, Landscaping Materials, Roofing, and Window Replacement, along with other general contracting services'; 'specializing in storm restoration, roofing, and general contracting'",,Other-Misc
WOW SOLUTION 360,http://wowsolution360.com/,wowsolution360.com,Dallas,TX,+1 972-679-8245,"2745 Irving Blvd, Dallas, TX 75207, United States",5.0,2,Yes,"Installation of glass and windows for houses and businesses; window installation, glass door installation/replacement; also does auto glass",Both,True,"Glass and window installation (residential, commercial and automotive)",medium,"wowsolution360.com: 'specializes in the installation of glass and windows for houses, businesses, shower doors, among others'; 'design and installation of residential, business, auto glass and windows'; service list includes 'window installation, glass door installation, glass shower enclosure installation' alongside 'auto window repair, auto windshield replacement'",,Other-Misc
