verdict,verification,company_name,website,domain,city,state,phone,address,rating,review_count,google_verified,window_service,segment,also_does_auto_glass,primary_business,confidence,evidence,duplicate_domain,original_spreadsheet_tab
YES,web-searched,King's Window Services LLC,https://www.kingswindowservices.com/?utm_medium=organic&utm_source=google&utm_campaign=gbp,kingswindowservices.com,North Richland Hills,TX,+1 817-512-5714,"6515 Smithfield Rd c, North Richland Hills, TX 76182, United States",4.9,166,Yes,"Full window replacement, window repair, foggy glass repair (also window cleaning and screen repair)",Both,False,Window repair and replacement company,high,"kingswindowservices.com/window-replacement/ 'Window Replacement in North Richland Hills, TX'; 'foggy glass repair, full window replacement, and custom shower enclosures'",,Window
YES,web-searched,"Kirk Windows, LLC",http://www.kirkwindows.com/,kirkwindows.com,,,+1 972-977-7292,,4.8,47,Yes,"Replacement windows, custom windows, egress windows, window installation (Pella)",Residential,False,Replacement window contractor,high,"Houzz/Porch profiles for kirkwindows.com list 'Bifold Windows, Custom Windows, Egress Windows, Window Installation, Window Replacement, Window Sales'; 'authorized Pella Business Accelerator member, specializes in high-quality window and door replacement'",,Window
YES,web-searched,KJ&M Glass Works,https://dfwwindowrepairservice.com/contact/,dfwwindowrepairservice.com,Dallas,TX,+1 214-994-2580,"4022 Altoona Dr, Dallas, TX 75233, United States",4.9,57,Yes,"Window glass repair and replacement — single and double pane insulated glass, low-E, tempered; full window replacement; also insect/solar screens",Residential,False,Window/glass repair and replacement contractor,high,"Thumbtack/Yellowpages listing for KJ&M Glass Works (dfwwindowrepairservice.com, 214-994-2580): 'can help with all glass needs from single to double pane insulated glass, low E glass, tempered glass, full window replacement services'; Google review: 'repaired my broken window'",,Window
YES,web-searched,Legacy Exteriors,https://www.legacyexteriors.com/,legacyexteriors.com,Keller,TX,+1 817-751-4460,"8801 Davis Blvd Ste 2E, Keller, TX 76248, United States",4.9,63,Yes,"Custom energy-efficient replacement window and door installation, free in-home estimates, lifetime craftsmanship warranty",Residential,False,Replacement window and door company,high,"legacyexteriors.com/replacement-windows page title 'Replacement Windows'; BBB category 'Replacement Windows'; 'installing beautifully crafted, energy-efficient replacement windows and doors in the DFW area since 1995'",,Window
NO,web-searched,Limelight Windows LLC,http://limelightwindowstx.com/,limelightwindowstx.com,,,+1 520-301-9089,,5.0,26,Yes,,,False,"Window cleaning, gutter cleaning, pressure washing and screen repair",high,"limelightwindowstx.com homepage title 'Window Cleaning Services in North Dallas' — 'professional window cleaning, gutter cleaning, pressure washing, and screen repair'. Excluded: window cleaning + screen repair only, no window installation/replacement",,Window
YES,web-searched,Lone Star Glass and Aluminum,https://lonestarglassandaluminum.com/,lonestarglassandaluminum.com,Dallas,TX,+1 972-748-9481,"6526 Maryibel Cir, Dallas, TX 75237, United States",4.6,14,Yes,"Window installation and glass replacement, commercial window replacement, aluminum storefront/storefront glass windows, 24/7 emergency glass replacement and board-up",Both,False,"Glass and aluminum contractor (windows, storefronts, doors, mirrors, shower enclosures)",high,"Site pages: lonestarglassandaluminum.com/window-installation-dallas/, /commercial-window-replacement/, /storefront-glass-windows-dallas/, /glass-replacement-dallas/; 'They replace and install windows, glass doors, mirrors, shower enclosures and aluminum storefronts'",,Window
YES,web-searched,Luna Glass and Mirror,https://lunaglassmirror.com/,lunaglassmirror.com,,,+1 214-284-1397,,5.0,4,Yes,Residential window replacement and window glass repair; also commercial glass repair and emergency board-up (plus shower glass/mirrors),Both,False,"Glass and mirror shop (windows, shower doors, mirrors)",medium,"Yelp 'Luna Glass & Mirror' Dallas (214-284-1397): 'specializes in energy-efficient systems for residential window replacement and shower door installation'; services list includes 'window glass repair', 'commercial glass repair', 'emergency board-up'. Google review: 'Helped repair a window'",,Window
YES,web-searched,LuxVue Pros,https://www.luxvuepros.com/,luxvuepros.com,,,+1 214-995-6140,,5.0,6,Yes,"Replacement window installation (plus entry, interior, French and sliding patio doors, siding, trim, remodeling)",Residential,False,"Windows, doors and home remodeling contractor",high,"luxvuepros.com homepage 'LuxVue: Premium Windows & Doors for Your Home' — 'premium windows, doors, and interior upgrades installed with precision', 'over 30 years of experience in the window installation industry'; Google review: 'had LuxVue Pros replace several windows and exterior doors in my home'",,Window
YES,web-searched,"M&M Roofing, Siding & Windows",https://www.mmroofsiding.com/,mmroofsiding.com,,,+1 214-381-0600,,4.4,7,Yes,"Replacement windows as part of exterior home improvement (roofing, siding, windows, doors, radiant barriers, gutters)",Both,False,"Exterior remodeler / roofing, siding and windows contractor",high,"Company name and profile: 'M&M Roofing, Siding & Windows ... specialize in home improvement including roofing, siding, windows, doors and radiant barriers' (ZoomInfo/Facebook/usroofingcompanies listings for mmroofsiding.com)",,Window
YES,web-searched,Maverick Windows,http://www.maverickwindows.com/,maverickwindows.com,Addison,TX,+1 214-302-8541,"4552 Beltway Dr, Addison, TX 75001, United States",4.8,819,Yes,"Energy-efficient replacement window installation (custom-made to existing openings), plus door replacement and siding",Residential,False,Replacement window company,high,"maverickwindows.com/window-replacement/ page; 'family-owned Window Replacement Services Company in Dallas-Fort Worth...specializes in energy efficient window replacement, window installation, door replacement, and siding installation'; never uses subcontractors for window replacement",,Window
YES,web-searched,McBain's Windows and Doors LLC,https://mcbainswindowsanddoors.com/,mcbainswindowsanddoors.com,,,+1 214-702-3818,,5.0,27,Yes,"Window replacement and window repair, glass repair including single damaged units, old double windows and whole-house projects; also doors and solar screens",Residential,False,"Windows, doors and screens contractor",high,"Yelp/Yahoo listing 'McBain's Windows, Doors & Screens' Plano TX (214-702-3818): 'recommended for window replacement service, window repair service, and glass repair'; Google review: 'just replaced two window panes for us'",,Window
YES,web-searched,Metroplex Gutter and Windows,https://metroplexgutters.com/,metroplexgutters.com,Dallas,TX,+1 214-306-4665,"1315 S Akard St, Dallas, TX 75215, United States",5.0,7,Yes,"Replacement vinyl and aluminum windows (NT Window products), plus specialty bay, garden and glass block windows and patio doors — alongside seamless gutters",Residential,False,Seamless gutters and replacement windows installer,high,"metroplexgutters.com/replacement-windows/ page titled 'DFW Replacement Windows'; site tagline 'Metroplex Gutter and Windows :: Rain Gutters & Replacement Windows'; 'installing painted copper gutters, seamless gutters and replacement vinyl windows in Dallas, Fort Worth'",,Window
YES,web-searched,Metroplex windows & Glass,https://mydallaswindows.com/,mydallaswindows.com,Carrollton,TX,+1 972-323-5200,"1425 Century Dr, Carrollton, TX 75006, United States",4.8,806,Yes,"Premium window replacement and installation, window repair, custom glass; commercial windows and doors installer",Both,False,"Window, glass and door replacement company",high,"mydallaswindows.com/windows/ 'Custom Windows Services in Carrollton, TX'; 'Since 1998, Metroplex Windows & Glass has provided premium window replacement, custom glass, and door installations to homeowners and businesses across North Texas'",,Window
UNCLEAR,web-searched,Miller Windows,https://www.facebook.com/Miller-Windows-107200627981549/,facebook.com,,,+1 469-709-0668,,,,Yes,,,False,"Unknown — only a Facebook page, no indexed content found",low,"Two searches returned no indexed content for this Facebook page or the phone 469-709-0668. Results surfaced only unrelated 'Miller' businesses (Miller Service Company Dallas, Miller Window in Orange City FL, Miller Window and Door in Martinsville IN, Miller's Window Cleaning). No usable evidence either way",YES,Window
YES,web-searched,New Day Exteriors,https://newdayexteriors.com/,newdayexteriors.com,Rockwall,TX,+1 469-267-3688,"2191 Portofino, Rockwall, TX 75032, United States",5.0,33,Yes,"Window replacement and installation (NT windows) and entry door replacement, free consultations and financing",Residential,False,Window and door replacement / exteriors company,high,"BBB profile category 'Replacement Windows' for New Day Exteriors, Rockwall TX; 'local, family-run company specializing in high-quality window and door replacements'; 'professional window installation and replacement in Rockwall, TX'",,Window
YES,web-searched,North Star Glass LLC,https://www.northstarglasstexas.com/,northstarglasstexas.com,,,+1 972-639-7196,,5.0,12,Yes,"Window glass replacement — single and double pane; patio door and French door glass/hardware; screens (plus shower doors, mirrors, table tops)",Residential,False,"Residential glass company (windows, shower doors, mirrors)",high,"northstarglasstexas.com homepage title 'North Star Glass - Shower Doors, Shower Glass, Single Pane, Double [Pane]'; services listed include 'window glass (double pane and single)', 'patio doors', 'French doors'. Google review: 'AMAZING EXPERIENCE with North Star Glass for our windows and sliding doors replacement'",,Window
YES,web-searched,Nova View Installations LLC,https://www.windowinstallationdallastx.com/,windowinstallationdallastx.com,,,+1 214-506-8288,,,,Yes,Window installation and replacement — energy-efficient replacement windows across the DFW area,Residential,False,Window installation contractor,medium,"windowinstallationdallastx.com/windows-installation/ page titled 'Windows Installation'; site text: 'Window Installation Dallas TX delivers guaranteed results on replacement projects... installing durable, high-performance, energy-efficient products... for homes across the DFW area, including Richardson, Sunnyvale, and Seagoville'. Search did not explicitly tie the legal name 'Nova View Installations LLC' to the domain, hence medium confidence",,Window
YES,web-searched,NT Window Inc.,http://www.ntwindow.com/,ntwindow.com,Fort Worth,TX,+1 800-969-8830,"2900 W Seminary Dr, Fort Worth, TX 76133, United States",4.5,143,Yes,Manufactures custom vinyl and aluminum windows for replacement and new construction; installation crews replace whole-home window sets,Residential,False,Window and door manufacturer (Fort Worth) with dealer/installer network,medium,ntwindow.com - 'manufacturer of custom premium vinyl and aluminum windows and doors... assisting clients with replacement and new construction projects through their dealer network'; 'proficient crew is capable of replacing every window in a home in about six hours'. Medium confidence because much of the sales flow is via dealers rather than direct install,,Window
