company_name,website,domain,phone,address,rating,review_count,qualified,window_services,also_vehicle_glass,confidence,evidence,source,site_status,locations,other_phones,other_addresses
All About The Window,https://allaboutthewindow.com/,allaboutthewindow.com,+1 214-683-9770,"6445 Cedar Springs Rd Unit 112, Dallas, TX 75235, United States",0,0,NO,window treatments,False,medium,"Discover custom window treatments in Dallas, featuring shades, shutters, and drapery to enhance your home.",site scrape,NO,1,,
All American Windows and Doors Inc.,http://www.aawimpact.com/,aawimpact.com,+1 954-786-8525,"6001 Powerline Rd Ste B, Fort Lauderdale, FL 33309, United States",3.6,77,YES,commercial storefront glazing; installs/replaces windows; replacement windows; window product line; window replacement/installation; windows & doors,False,high,Full window replacements.,site scrape,YES,1,,
All City Cleaning,https://verdesolutions.squarespace.com/,verdesolutions.squarespace.com,+1 737-291-5208,"8303 Cedar Elm Trail, Austin, TX 78735, United States",5,2,NO,Residential and commercial cleaning service,False,high,"verdesolutions.squarespace.com — 'One Call Cleans It All! No job too big or too small', 'Cleaning to make your home move in ready'. Cleaning only.",web search,UNREACHABLE,1,,
All Clear Here Window Cleaning,,,,,4.9,30,NO,window cleaning/washing,False,medium,,name/review keywords,NO_WEBSITE,1,,
All Florida Screens & Shutters,http://www.webuildscreens.com/,webuildscreens.com,+1 954-254-6089,"2764 N Dixie Hwy, Wilton Manors, FL 33334, United States",4.8,69,YES,named window styles; window product line; windows & doors,False,high,Custom Enclosures & Hurricane Impact Windows | South Florida .,site scrape,YES,1,,
All Glass Installation,http://dallasfortworthglass.com/,dallasfortworthglass.com,+1 972-234-5678,"11180 Denton Dr, Dallas, TX 75229, United States",4.9,145,NO,Auto glass / windshield replacement,False,medium,"dallasfortworthglass.com service list is entirely automotive: 'windshield replacement, rear windshield replacement, driver & passenger window replacement, quarter glass replacement, sunroof replacement, rock chip repair, power window repair, and ADAS camera calibration'. Two searches surfaced no bui",web research (earlier pass),UNKNOWN,1,,
All Impact Renovations Windows & Doors,https://www.allimpactrenovations.com/,allimpactrenovations.com,+1 954-655-1527,"4866 NE 12th Ave, Oakland Park, FL 33334, United States",4.9,41,YES,named window styles; window product line; windows & doors,False,high,"Hurricane Resistant Impact Windows & Doors: Broward, FL .",site scrape,YES,1,,
All Nation Restoration,https://www.allnationrestoration.com/?utm_source=GMB,allnationrestoration.com,+1 512-540-8434,"9301 US-290 Ste 104, Austin, TX 78736, United States",4.9,267,NO,window cleaning; window tint/film; window treatments,False,medium,"moval Fire Damage Demolition Dumpster Rentals Equipment Rentals Biohazard Cleanup Commercial Pressure Washing Other Message Send Your Trusted Provider for Water Restoration, Mold Remediation, and Fir",site scrape,NO,1,,
All Pro Windows and Doors,http://www.allprowindowsanddoors.com/,allprowindowsanddoors.com,+1 954-771-0071,"1071 NW 53rd St, Fort Lauderdale, FL 33309, United States",3.5,17,YES,window product line; window replacement/installation; windows & doors,False,high,get only the best services when you hire All Pro Windows & Doors to work on your door and window installations.,site scrape,YES,1,,
All Season Remodeling Inc.,http://www.allseasonremodelinginc.com/,allseasonremodelinginc.com,+1 815-988-1375,,0,0,UNRESOLVED,"unknown — remodeling contractor per name only, no indexed content found",False,low,"No indexed page from allseasonremodelinginc.com in any result. Phone 815-988-1375 surfaced only as a Yellow Pages listing for 'Patio Builders, Home Improvements, Deck Builders' at 238 Gilbert Ter, Mac",no usable evidence,UNREACHABLE,1,,
All Shades of Texas,https://www.allshadesoftx.net/,allshadesoftx.net,+1 210-440-0007,,5,74,NO,window tint/film; window treatments,False,medium,"Contractor | San Antonio, Texas | All Shades of Texas Home Services Screen Rooms Patio Covers Solar Screens Roller Shades Sun Rooms Reviews Gallery Areas We Serve Contact Us Home Services Screen Rooms",site scrape,NO,1,,
All Star Window Tint,,,+1 815-243-6247,"721 Tamarack Ln, Rockford, IL 61107, United States",4.9,77,NO,window tint/film only,False,medium,,name/review keywords,NO_WEBSITE,1,,
All Trades Austin Contracting Co.,,,+1 512-999-1587,,5,10,UNRESOLVED,Specialty contractor,False,low,"Procore Network profile 'All Trades Austin Contracting Co. | Austin, TX' and a Bizapedia entity record confirm the company exists; the trades listed on the Procore profile (ceilings, ceramic tiling, c",no usable evidence,NO_WEBSITE,1,,
All Window & Door Repairs Inc,https://impactshieldwindows.com/?utm_source=omg-gbp&utm_medium=webclick,impactshieldwindows.com,+1 954-400-1736,"4768 NE 12th Ave, Oakland Park, FL 33334, United States",4.8,421,YES,name states window installation/replacement/doors,False,medium,,name/review keywords,UNKNOWN,1,,
All-Star Window Cleaning,https://www.allstarwindowcleaning.net/,allstarwindowcleaning.net,+1 325-320-3065,,5,13,NO,window cleaning/washing,False,medium,,name/review keywords,UNKNOWN,1,,
Allco Contractor - Windows Siding & Patios,http://allcocontractor.com/,allcocontractor.com,+1 512-845-6606,,0,0,YES,installs/replaces windows; replacement windows; window product line; window replacement/installation,False,high,Learn more Windows Investing in replacement windows can drastically improve the appearance and efficiency of your home.,site scrape,YES,1,,
Allco Siding & Window Replacement Contractors,,,,"3810 Medical Pkwy, Austin, TX 78756, United States",4.7,3,YES,name states window installation/replacement/doors,False,medium,,name/review keywords,NO_WEBSITE,1,,
Allied Door Repair,http://www.allieddoorrepair.com/,allieddoorrepair.com,+1 954-552-2474,"1940 NW 1st Ave, Pompano Beach, FL 33060, United States",4.9,183,YES,installs/replaces windows; replacement windows; window replacement/installation,False,high,Allied Sliding Glass Door & Window Repair .,site scrape,YES,1,,
Allied Exteriors,https://alliedexteriors.com/,alliedexteriors.com,+1 972-888-9988,,4.4,174,YES,installs/replaces windows; named window styles; replacement windows; window product line; window replacement/installation,False,high,Replacement Windows Thinking about replacing your windows?,site scrape,YES,1,,
Allies Roofing and Construction LLC,https://alliesrc.com/,alliesrc.com,+1 512-504-7405,"305 E Huntland Dr #610, Austin, TX 78752, United States",4.9,69,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Alltex Roofing Systems,https://www.alltexroofingsystems.com/,alltexroofingsystems.com,+1 409-281-5868,,4.9,31,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Alpha Glass & Mirror,http://www.alphaautoglass.com/,alphaautoglass.com,+1 954-564-6610,"3201 NE 2nd Ave, Fort Lauderdale, FL 33334, United States",4.8,180,YES,window product line; window replacement/installation,True,high,"Our full service Fort Lauderdale Glass and Mirror company provides auto glass, window repair, decorative glass, glass repair, custom mirrors and showers.",site scrape,YES,1,,
Alpha Glass & Mirror Co,http://www.agmglass-dfw.com/,agmglass-dfw.com,+1 214-637-5500,"8901 Sovereign Row, Dallas, TX 75247, United States",3.7,9,NO,window tint/film,False,medium,"Commercial and Retail Glass Replacement • Door Repair and Maintenance • Mirror Replacement • Window Filming and Wet Sealing Alpha Glass and Mirror Company 8901 Sovereign Row Dallas, TX 75247 Phone:",site scrape,NO,1,,
Alpha Glass Company,http://alphaglassco.com/,alphaglassco.com,+1 512-792-9234,"5214 Burleson Rd #501, Austin, TX 78744, United States",4,22,YES,commercial storefront glazing; window replacement/installation,False,high,"Contact Us Now Residential Services Windows Whether you're needing a fogged/broken window replaced or solar efficient windows or safety windows, we are here for you!",site scrape,YES,1,,
Alpha Window Cleaning 25 % OFF Residential Window Cleaning,,,+1 512-318-5213,,5,0,NO,window cleaning/washing,False,medium,,name/review keywords,NO_WEBSITE,1,,
Alpine Exteriors Siding Roofing & Windows,https://alpineexteriorstx.com/,alpineexteriorstx.com,+1 214-537-9454,"5960 Berkshire Ln Ste 100, Dallas, TX 75225, United States",5,13,YES,installs/replaces windows; replacement windows; window product line; window replacement/installation; windows & doors,False,high,"Alpine Exteriors TX provides professional siding installation, roofing services, and window replacement in Dallas, TX.",site scrape,YES,1,,
Alside,https://www.alside.com/,alside.com,+1 512-926-6249,"8301 Springdale Rd Ste 100, Austin, TX 78724, United States",4.1,28,YES,installs/replaces windows; insulated glass unit work; named window styles; replacement windows; window product line; window replacement/installation,False,high,e Accents Exterior Accents Home > Products > Windows & Patio Doors > Vinyl Replacement Windows Vinyl Replacement Windows Vinyl replacement windows have emerged as a popular choice for homeowners seek,site scrape,YES,1,,
Alumiglass and Windows LLC,https://alumiglassandwindows.com/,alumiglassandwindows.com,+1 972-658-2192,"1235 Tree Top Dr, Frisco, TX 75033, United States",5,76,YES,commercial storefront glazing; window product line; window replacement/installation; windows & doors,False,high,Expert Glass & Window Installation | Alumiglass & Windows .,site scrape,YES,1,,
ALUMINUM GLASS FABRICATION & INSTALLATION,,,,,0,0,UNRESOLVED,unknown (generic trade name),False,low,"Name is a generic trade description and no business page matching it was found; both searches returned other fabricators (Hall Aluminum Products, Starglass Aluminum Dallas, assorted PH Facebook shops)",no usable evidence,NO_WEBSITE,1,,
Alvarez Glass and Mirror LLC,http://www.alvarezglass.com/,alvarezglass.com,+1 214-906-3955,"11227 Goodnight Ln #905, Dallas, TX 75229, United States",3.7,3,YES,commercial storefront glazing; window replacement/installation,False,high,ers say “Alvarez Glass has the experience and equipped to handle projects as simple as glass window repairs to full glass construction projects.,site scrape,YES,1,,
AM Gutter Services,https://www.amgutterservices.com/,amgutterservices.com,+1 214-980-4366,"5641 SMU Boulevard #106, Dallas, TX 75206, United States",5,257,YES,installs/replaces windows; window replacement/installation,False,high,nspouts Gutter Installation Other Services Roof Installation Siding Installation Window Installation Fence Installation Power Washing Business Hours Monday to Friday 7:00 am – 7:00 pm Saturday 8:00 am,site scrape,YES,1,,
AM Roofing Company,https://amroofingcompany.com/?utm_source=Google_Maps&utm_medium=Website_Link-Click&utm_campaign=Google_Maps_Visits,amroofingcompany.com,+1 214-980-4366,"5641 SMU Boulevard #106, Dallas, TX 75206, United States",4.9,39,YES,installs/replaces windows; window replacement/installation,False,high,rials Roof Inspectors Related Services Siding Installation Skylight Installation Window Installation Fence Installation Free Inspection RECENT PROJECTS Residential & Commercial Roofing Services AM Roo,site scrape,YES,1,,
Amazin tints,http://www.amazintints.com/,amazintints.com,+1 754-307-4233,"751 NW 57th St Unit 1, Fort Lauderdale, FL 33309, United States",4.9,62,NO,window tint/film,False,medium,Fort Lauderdale Window Tinting Service | Amazin Tints .,site scrape,NO,1,,
Amazing Exteriors,http://amazingexteriors.com/locations/dallas/,amazingexteriors.com,+1 817-761-4113,"4343 Sigma Rd Suite 100, Farmers Branch, TX 75244, United States",4.6,244,YES,installs/replaces windows; named window styles; replacement windows; window product line; window replacement/installation; windows & doors,False,high,ape Windows Marvin Insert Windows Infinity Marvin Windows Why Fiberglass Windows? Guide to Window Replacement Energy Efficiency Siding James Hardie Siding Vinyl Siding Doors Infinity by Marvin Patio D,site scrape,YES,1,,
Amazing Glare LLC.,,,+1 214-586-6242,,0,0,UNRESOLVED,unknown,False,low,"Only a corporate-registry stub: bizapedia.com/tx/amazing-glare-llc.html 'AMAZING GLARE LLC in Dallas, TX'. No website, service description or directory category found; the 214-586-6242 number returned",no usable evidence,NO_WEBSITE,1,,
Amazing Window & Pressure Cleaning,http://www.amazingwindowpressurecleaning.com/,amazingwindowpressurecleaning.com,+1 954-328-3788,,4.9,63,NO,window cleaning,False,medium,"Amazing Window & Pressure Cleaning | South Florida . Professional window cleaning, pressure washing, roof cleaning, soft washing, screen enclosure cleaning, and hard water",site scrape,NO,1,,
AMC Windows & Screens,http://amcwindows.com/,amcwindows.com,+1 954-584-7171,"3608 W Broward Blvd, Fort Lauderdale, FL 33312, United States",3.8,39,YES,windows & doors,False,high,Storefronts Surrounding Glass for Wine Rooms High-Rise Glass Replacement Impact-Resistant Windows and Doors Interior Glass Dividers Bullet-Resistant Glass & Enclosures Glass Office Doors & Systems D,site scrape,YES,1,,
American Door Company,https://www.americandoor.biz/,americandoor.biz,+1 754-345-8246,"595 Prospect Rd, Oakland Park, FL 33309, United States",3.6,56,YES,named window styles; window product line; window replacement/installation; windows & doors,False,high,We offer door and window sales and installation services.,site scrape,YES,1,,
