company_name,website,domain,city,state,phone,address,rating,review_count,status,basis,confidence,source
C&C Exteriors No,http://www.exteriorscc.net/,exteriorscc.net,Dallas,TX,+1 469-291-7039,"10420 Plano Rd #112, Dallas, TX 75238, United States",5,28,YES,Window replacement offered as part of full exterior packages,high,verified last run (web search)
Top of the line trim and glass No,,,Austin,TX,+1 512-968-0671,"10807 Thaxton Rd, Austin, TX 78747, United States",5,10,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Cardinal Glass No,https://www.cardinalcorp.com/,cardinalcorp.com,Rockford,IL,+1 815-394-1400,"1087 Research Pkwy, Rockford, IL 61109, United States",4.3,41,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Brother Window Tint No,,,Austin,TX,+1 512-836-8468,"11114 N Lamar Blvd C, Austin, TX 78753, United States",4.8,95,NO,window tint/film only,high,name + review keyword filter
Gatewood Aluminum No,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7wkvr-_0pPjAX8AqWWwMHQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=100.351006&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,Rockford,IL,+1 815-399-7666,"1112 22nd St, Rockford, IL 61108, United States",,,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Statewide Energy Solutions No,https://statewideenergysolutions.com/about-us/,statewideenergysolutions.com,Dallas,TX,+1 800-339-4326,"11520 N Central Expy, Dallas, TX 75243, United States",5,5021,YES,"Energy-efficient replacement windows, locally manufactured and installed; lifetime transferable warranty including glass breakage and labor",high,verified last run (web search)
Sanders Glazing No,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WUurzXbDJM1CHYKJA7K8cA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=271.8194&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,Dallas,TX,+1 469-323-5043,"1305 Burns Ave, Dallas, TX 75211, United States",,,YES,name states window installation/replacement/doors,high,name + review keyword filter
Commercial No,https://martinroofing.us/,martinroofing.us,Dallas,TX,+1 972-200-2744,"1341 W Mockingbird Ln Suit 600W, Dallas, TX 75247, United States",5,14,NO,Commercial roofing contractor (TPO/PVC/flat/metal),medium,verified last run (web search)
Dallas Window & Glass No,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kivFAOuROlRWO36wcaYLFw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=110.93927&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,Dallas,TX,+1 972-690-8088,"13520 Vargon St, Dallas, TX 75243, United States",,,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
Omniview Window and Door Dallas No,http://omniview.us/,omniview.us,Farmers Branch,TX,+1 972-701-0844,"13615 Inwood Rd #120, Farmers Branch, TX 75244, United States",4.8,6,YES,"Custom window sales, installation and replacement - Dallas showroom of the same company as ID 78",high,verified last run (web search)
McCoy Customs No,http://mccoycustoms.com/,mccoycustoms.com,Austin,TX,+1 512-833-3333,"13713 Maye Pl, Austin, TX 78728, United States",4.4,47,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Rock Valley Glass No,https://rockvalleyglass.com/,rockvalleyglass.com,Cherry Valley,IL,+1 815-332-1868,"1398 Huntwood Dr, Cherry Valley, IL 61016, United States",4.5,8,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
van Enter Studio No,https://www.vanenterstudio.com/contact-us,vanenterstudio.com,Dallas,TX,+1 214-515-9948,"1415 Fairview Ave, Dallas, TX 75223, United States",5,2,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
UV MOBILE WINDOW TINT No,,,Austin,TX,+1 737-203-0983,"15402 Connie St, Austin, TX 78728, United States",0,0,NO,window tint/film only,high,name + review keyword filter
US Window Fashion Supply No,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_hh-8UjicTm_BwK5IRJAtQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=215.38037&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,Austin,TX,+1 866-908-8800,"15407 Long Vista Dr, Austin, TX 78728, United States",,,NO,blinds/shades/shutters/drapery (window treatments),high,name + review keyword filter
StrongFrame Siding No,https://strongframesiding.repair/,strongframesiding.repair,Austin,TX,+1 512-881-1351,"1555 Bastrop Hwy, Austin, TX 78742, United States",0,0,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
SFL Impact & Windows No,https://sflimpact.com/about-us/,sflimpact.com,Fort Lauderdale,FL,+1 954-603-2475,"1710 NE 8th St, Fort Lauderdale, FL 33304, United States",5,501,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
The Gutters Wizards | Dallas No,https://gutterswizard.com/,gutterswizard.com,Dallas,TX,+1 469-246-3135,"1720 Regal Row suite 322, Dallas, TX 75235, United States",5,6,NO,"Gutter cleaning, repair and installation",high,verified last run (web search)
Preferred Glass DFW No,https://www.preferredglassdfw.com/contact-us,preferredglassdfw.com,Dallas,TX,+1 682-808-8690,"1750 Empire Central Dr, Dallas, TX 75235, United States",4.6,8,NO,Custom frameless shower and mirror installer,medium,verified last run (web search)
Window Cleaners of Austin No,http://www.windowcleanersaustin.com/,windowcleanersaustin.com,Austin,TX,+1 512-580-7084,"1779 Wells Branch Pkwy Ste 110 b 204, Austin, TX 78728, United States",5,6,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Precision Mobile Tint No,http://precisionmobiletint.com/,precisionmobiletint.com,Round Rock,TX,+1 512-940-8745,"1942 Picadilly Dr, Round Rock, TX 78664, United States",4.3,28,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
PARK WINDOW COVERINGS No,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Hg6QB8gSL9HuIQ5y0Q8ZIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=217.81598&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,Dallas,TX,+1 214-347-0692,"2101 Cedar Springs Rd Ste 1050, Dallas, TX 75201, United States",,,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
Ross Window & Door No,,,Dallas,TX,,"2101 Ross Ave, Dallas, TX 75201, United States",0,0,YES,name states window installation/replacement/doors,high,name + review keyword filter
Premier Sash & Door Ltd No,,,Dallas,TX,+1 972-484-3020,"2104 French Settlement Rd, Dallas, TX 75212, United States",1,9,YES,review explicitly describes window install/replacement,high,name + review keyword filter
Home Craftman No,http://www.homecraftsman.net/,homecraftsman.net,Dallas,TX,+1 214-239-0585,"2150 French Settlement Rd, Dallas, TX 75212, United States",4,4510,YES,Vinyl replacement windows and doors — energy-efficient replacement window products for Dallas homes,low,verified last run (web search)
Butler Window & Door No,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H6gRChgEEKDPTEGTKwbCtg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=28.95156&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,Dallas,TX,+1 214-217-7512,"2231 Butler St, Dallas, TX 75235, United States",,,YES,name states window installation/replacement/doors,high,name + review keyword filter
Shoredomub No,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3z1UIdVfntbmkvZWbD4G0w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=84.3994&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,Austin,TX,,"2305 Via Cordova Ct, Austin, TX 78732, United States",,,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Mygrant Glass Co No,https://www.mygrantglassonline.com/,mygrantglassonline.com,Austin,TX,+1 512-527-3848,"2311 Ambition Wy #100, Austin, TX 78754, United States",4.4,9,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Solar Style Home and Commercial Tinting No,https://www.austinhomewindowtinting.com/,austinhomewindowtinting.com,Austin,TX,+1 512-991-3506,"2438 W Anderson Ln. #64, Austin, TX 78757, United States",5,3,NO,window tint/film only,high,name + review keyword filter
the window experts No,http://www.thewindowexperts.com/about-us/,thewindowexperts.com,Dallas,TX,+1 214-865-6565,"25 Highland Park Village, Dallas, TX 75205, United States",0,0,YES,"Replacement windows and doors from 12+ brands, including aluminum replacement windows",high,verified last run (web search)
Trendy Home Quotes No,https://hometrendyquote.com/,hometrendyquote.com,Dallas,TX,+1 225-384-1090,"2525 Inwood Rd ste 133, Dallas, TX 75235, United States",0,0,NO,"Multi-vertical home-services quote / lead-generation site (HVAC, pest control, solar, kitchen remodel, home warranty, porta potty rentals)",medium,verified last run (web search)
MMC Sliding Windows Repair & Sliding Doors Repair Service of FL No,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YMbB8sWNVKF9wzx_yhFQgg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=349.39474&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,Lauderdale-By-The-Sea,FL,+1 239-457-1325,"259 E Commercial Blvd # A, Lauderdale-By-The-Sea, FL 33308, United States",,,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
Aguila Tint & Tire No,http://aguila-tint-tire.poi.place/,aguila-tint-tire.poi.place,Austin,TX,+1 512-966-2131,"2605 S I-35 Frontage Rd, Austin, TX 78741, United States",3.1,249,NO,"vehicle/automotive business, no glass or window signal",high,name + review keyword filter
RTC Restoration and Glass No,https://rtcrg.com/contact-us-version-1/,rtcrg.com,Austin,TX,+1 972-446-2211,"2711 Daisy Dr, Austin, TX 78724, United States",4.4,4428,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
J&J Home Improvements No,,,Rockford,IL,+1 815-997-4158,"2713 20th St, Rockford, IL 61109, United States",4.3,6,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Portella Steel Doors & Windows No,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U3IThgL6l_T-pvFd-p6HiQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=319.37177&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,Dallas,TX,+1 214-484-3134,"2727 W Mockingbird Ln, Dallas, TX 75235, United States",,,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
Precision tints & more No,,,Dallas,TX,+1 469-449-2237,"2745 Kavasar Dr, Dallas, TX 75241, United States",5,0,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Guardian Roofing No,http://guardianroofing.org/contact-us/,guardianroofing.org,Austin,TX,+1 833-763-7663,"2900 N Quinlan Park Rd, Austin, TX 78732, United States",3,2,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Dh&McBella Glass and Mirrors No,http://dhmcbellaglassandmirrors.com/,dhmcbellaglassandmirrors.com,Lancaster,TX,+1 682-323-5309,"3146 Springfield Ave, Lancaster, TX 75134, United States",4.8,21,NO,"Custom shower door, mirror and interior glass fabricator",medium,verified last run (web search)
MP GLASS AND ALUMINUM SUPPLY FATIMA BRANCH,,,,,,,5,2,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
REOD Construction & Facilities Maintenance No,,,Dallas,TX,+1 469-537-5318,"3506 McBroom St, Dallas, TX 75212, United States",4.6,13,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
DVation Auto Design No,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nBqLyxR5HYw1RVKGMsXJGg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=202.34749&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,Austin,TX,,"3601 W Parmer Ln, Austin, TX 78727, United States",,,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Andersen Windows No,https://www.andersenwindows.com/,andersenwindows.com,Garland,TX,+1 214-221-9500,"3801 Regency Crest Dr, Garland, TX 75041, United States",4.1,59,YES,Window manufacturer that also sells and installs direct to homeowners (Renewal by Andersen); this Garland address is its DFW distribution center,medium,verified last run (web search)
Able Glass No,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RH8E0HgOsGBD9F9rYWGuZQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=294.80557&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,Dallas,TX,+1 214-207-4421,"381 Casa Linda Plaza, Dallas, TX 75218, United States",,,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Allco Siding & Window Replacement Contractors No,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NVhVsBFYkcNXAtxLCLVKaA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=298.5075&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,Austin,TX,,"3810 Medical Pkwy, Austin, TX 78756, United States",,,YES,name states window installation/replacement/doors,high,name + review keyword filter
Window Tint Polarizado No,,,Dallas,TX,+1 214-714-4543,"3932 W Davis St, Dallas, TX 75211, United States",4.4,94,NO,window tint/film only,high,name + review keyword filter
Krestmark Industries LP No,https://rymap.org/business/krestmark-industries-lp-pnjjdt,rymap.org,Dallas,TX,+1 214-237-5055,"3950 Bastille Rd #100, Dallas, TX 75212, United States",2.2,70,NO,Vinyl/aluminium window manufacturer (now part of Westlake Royal Windows Solutions),high,verified last run (web search)
Windows Installation No,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,maps.gstatic.com,Dallas,TX,+1 214-760-4545,"401 Tom Landry Fwy, Dallas, TX 75260, United States",,,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
Window Car- Pancho No,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UNAC_bGipDjxGvvaD1-QNQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=235.32901&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,Dallas,TX,,"4215 Parry Ave, Dallas, TX 75223, United States",,,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
Coleman Windshield No,http://colemanwindshield.com/,colemanwindshield.com,Dallas,TX,+1 972-646-6412,"4428 Main St, Dallas, TX 75226, United States",4.8,4818,NO,Mobile auto glass / windshield replacement,high,verified last run (web search)
My Auto Glass Shop No,http://myautoglassshop.com/,myautoglassshop.com,Dallas,TX,+1 214-390-4263,"4445 Rock Quarry Rd #400 #400, Dallas, TX 75211, United States",5,501,NO,mobile auto glass / windshield replacement,medium,verified last run (web search)
Emiliani Window Tint No,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pOriOwGA_RZ2aplvzP3hvQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=337.86615&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,Garland,TX,+1 8882000,"4517 Forest Ln, Garland, TX 75042, United States",,,NO,window tint/film only,high,name + review keyword filter
Trinity Glazing Contractors No,https://www.trinityglazing.com/,trinityglazing.com,Dallas,TX,+1 214-339-6444,"4520 Mint Way #1, Dallas, TX 75236, United States",4.9,10,YES,name states window installation/replacement/doors,high,name + review keyword filter
Windows Server No,https://www.mightydfw.com/Contact,mightydfw.com,Austin,TX,+1 800-545-4412,"4911 E 7th St, Austin, TX 78702, United States",4.1,4132,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
The Glass House Inc No,http://www.glasshousetexas.com/,glasshousetexas.com,Austin,TX,+1 512-632-4656,"501 W Powell Ln #211, Austin, TX 78753, United States",2.5,2,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
C&C Remodeling Services No,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,maps.gstatic.com,Del Valle,TX,+1 512-563-4134,"5120 E Hwy 71, Del Valle, TX 78617, United States",,,YES,review explicitly describes window install/replacement,high,name + review keyword filter
Fort Lauderdale Impact No,https://fortlauderdaleimpact.com/,fortlauderdaleimpact.com,Fort Lauderdale,FL,+1 888-417-8676,"5272 NW 36th Way, Fort Lauderdale, FL 33309, United States",5,4941,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Express Window No,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-gtt4v0nkbn_XSIYE-m3Rw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=145.29532&pitch=0&thumbfov=100,streetviewpixels-pa.googleapis.com,Dallas,TX,,"5502 Harry Hines Blvd, Dallas, TX 75235, United States",,,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
